data_somministrazione,area,vaccinazioni,booster
2021-08-27,LAZ,24171,0
2021-08-27,LIG,6528,0
2021-08-27,LOM,17523,0
2021-08-27,MAR,3094,0
2021-08-27,MOL,1716,0
2021-08-27,PAB,1874,0
2021-08-27,PAT,2901,0
2021-08-27,PIE,10253,0
2021-08-27,PUG,14323,0
2021-08-27,SAR,3548,0
2021-08-27,SIC,13588,0
2021-08-27,TOS,8807,0
2021-08-27,UMB,3196,0
2021-08-27,VDA,377,0
2021-08-27,VEN,18616,0
2021-08-28,ABR,1616,0
2021-08-28,BAS,1247,0
2021-08-28,CAL,3448,0
2021-08-28,CAM,12468,0
2021-08-28,EMR,17914,0
2021-08-28,FVG,1150,0
2021-08-28,LAZ,22393,0
2021-08-28,LIG,3156,0
2021-08-28,LOM,17477,0
2021-08-28,MAR,2004,0
2021-08-28,MOL,1091,0
2021-08-28,PAB,2370,0
2021-08-28,PAT,820,0
2021-08-28,PIE,10466,0
2021-08-28,PUG,3757,0
2021-08-28,SAR,1341,0
2021-08-28,SIC,13655,0
2021-08-28,TOS,9575,0
2021-08-28,UMB,1457,0
2021-08-28,VDA,448,0
2021-08-28,VEN,12386,0
2021-08-29,ABR,950,0
2021-08-29,BAS,1087,0
2021-08-29,CAL,975,0
2021-08-29,CAM,6784,0
2021-08-29,EMR,12284,0
2021-08-29,FVG,1398,0
2021-08-29,LAZ,19016,0
2021-08-29,LIG,576,0
2021-08-29,LOM,12568,0
2021-08-29,MAR,217,0
2021-08-29,MOL,1322,0
2021-08-29,PAB,544,0
2021-08-29,PAT,315,0
2021-08-29,PIE,10273,0
2021-08-29,PUG,871,0
2021-08-29,SAR,113,0
2021-08-29,SIC,9814,0
2021-08-29,TOS,9473,0
2021-08-29,UMB,1270,0
2021-08-29,VDA,203,0
2021-08-29,VEN,8969,0
2021-08-30,ABR,5481,0
2021-08-30,BAS,1680,0
2021-08-30,CAL,6266,0
2021-08-30,CAM,19562,0
2021-08-30,EMR,19593,0
2021-08-30,FVG,4734,0
2021-08-30,LAZ,21474,0
2021-08-30,LIG,7395,0
2021-08-30,LOM,28504,0
2021-08-30,MAR,3418,0
2021-08-30,MOL,1486,0
2021-08-30,PAB,1393,0
2021-08-30,PAT,2747,0
2021-08-30,PIE,14081,0
2021-08-30,PUG,17430,0
2021-08-30,SAR,4009,0
2021-08-30,SIC,18082,0
2021-08-30,TOS,12245,0
2021-08-30,UMB,481,0
2021-08-30,VDA,438,0
2021-08-30,VEN,19119,0
2021-08-31,ABR,4732,0
2021-08-31,BAS,1434,0
2021-08-31,CAL,4192,0
2021-08-31,CAM,17158,0
2021-08-31,EMR,19926,0
2021-08-31,FVG,5950,0
2021-08-31,LAZ,20610,0
2021-08-31,LIG,7001,0
2021-08-31,LOM,26503,0
2021-08-31,MAR,2909,0
2021-08-31,MOL,1440,0
2021-08-31,PAB,1348,0
2021-08-31,PAT,3195,0
2021-08-31,PIE,12550,0
2021-08-31,PUG,16838,0
2021-08-31,SAR,4615,0
2021-08-31,SIC,17836,0
2021-08-31,TOS,9895,0
2021-08-31,UMB,2963,0
2021-08-31,VDA,542,0
2021-08-31,VEN,12938,0
2021-09-01,ABR,5319,0
2021-09-01,BAS,2217,0
2021-09-01,CAL,5688,0
2021-09-01,CAM,17235,0
2021-09-01,EMR,15653,0
2021-09-01,FVG,6376,0
2021-09-01,LAZ,19177,0
2021-09-01,LIG,5870,0
2021-09-01,LOM,30015,0
2021-09-01,MAR,4239,0
2021-09-01,MOL,1459,0
2021-09-01,PAB,511,0
2021-09-01,PAT,3135,0
2021-09-01,PIE,12269,0
2021-09-01,PUG,15247,0
2021-09-01,SAR,5175,0
2021-09-01,SIC,14445,0
2021-09-01,TOS,10329,0
2021-09-01,UMB,3525,0
2021-09-01,VDA,618,0
2021-09-01,VEN,13665,0
2021-09-02,ABR,4266,0
2021-09-02,BAS,2179,0
2021-09-02,CAL,4425,0
2021-09-02,CAM,15556,0
2021-09-02,EMR,18757,0
2021-09-02,FVG,4925,0
2021-09-02,LAZ,19395,0
2021-09-02,LIG,5700,0
2021-09-02,LOM,31031,0
2021-09-02,MAR,4317,0
2021-09-02,MOL,1229,0
2021-09-02,PAB,527,0
2021-09-02,PAT,2434,0
2021-09-02,PIE,11035,0
2021-09-02,PUG,16126,0
2021-09-02,SAR,6402,0
2021-09-02,SIC,13217,0
2021-09-02,TOS,7592,0
2021-09-02,UMB,3461,0
2021-09-02,VDA,432,0
2021-09-02,VEN,16888,0
2021-09-03,ABR,4121,0
2021-09-03,BAS,2122,0
2021-09-03,CAL,5543,0
2021-09-03,CAM,15909,0
2021-09-03,EMR,17668,0
2021-09-03,FVG,1988,0
2021-09-03,LAZ,19479,0
2021-09-03,LIG,5264,0
2021-09-03,LOM,30434,0
2021-09-03,MAR,4316,0
2021-09-03,MOL,1393,0
2021-09-03,PAB,2248,0
2021-09-03,PAT,2754,0
2021-09-03,PIE,12337,0
2021-09-03,PUG,13232,0
2021-09-03,SAR,5670,0
2021-09-03,SIC,12042,0
2021-09-03,TOS,6721,0
2021-09-03,UMB,2986,0
2021-09-03,VDA,397,0
2021-09-03,VEN,24709,0
2021-09-04,ABR,1428,0
2021-09-04,BAS,1862,0
2021-09-04,CAL,3258,0
2021-09-04,CAM,9573,0
2021-09-04,EMR,15614,0
2021-09-04,FVG,1261,0
2021-09-04,LAZ,4976,0
2021-09-04,LIG,2168,0
2021-09-04,LOM,25352,0
2021-09-04,MAR,3860,0
2021-09-04,MOL,970,0
2021-09-04,PAB,827,0
2021-09-04,PAT,467,0
2021-09-04,PIE,12579,0
2021-09-04,PUG,3933,0
2021-09-04,SAR,3580,0
2021-09-04,SIC,10002,0
2021-09-04,TOS,9358,0
2021-09-04,UMB,2356,0
2021-09-04,VDA,383,0
2021-09-04,VEN,17687,0
2021-09-05,ABR,995,0
2021-09-05,BAS,1820,0
2021-09-05,CAL,813,0
2021-09-05,CAM,3160,0
2021-09-05,EMR,10846,0
2021-09-05,FVG,1347,0
2021-09-05,LAZ,3800,0
2021-09-05,LIG,764,0
2021-09-05,LOM,20923,0
2021-09-05,MAR,66,0
2021-09-05,MOL,7,0
2021-09-05,PAB,517,0
2021-09-05,PAT,0,0
2021-09-05,PIE,8739,0
2021-09-05,PUG,2257,0
2021-09-05,SAR,531,0
2021-09-05,SIC,7277,0
2021-09-05,TOS,8911,0
2021-09-05,UMB,3151,0
2021-09-05,VDA,139,0
2021-09-05,VEN,11800,0
2021-09-06,ABR,4029,0
2021-09-06,BAS,2296,0
2021-09-06,CAL,4578,0
2021-09-06,CAM,12322,0
2021-09-06,EMR,18555,0
2021-09-06,FVG,3204,0
2021-09-06,LAZ,7284,0
2021-09-06,LIG,5431,0
2021-09-06,LOM,39993,0
2021-09-06,MAR,4658,0
2021-09-06,MOL,846,0
2021-09-06,PAB,602,0
2021-09-06,PAT,2210,0
2021-09-06,PIE,12425,0
2021-09-06,PUG,14812,0
2021-09-06,SAR,6759,0
2021-09-06,SIC,13389,0
2021-09-06,TOS,13614,0
2021-09-06,UMB,3709,0
2021-09-06,VDA,351,0
2021-09-06,VEN,22624,0
2021-09-07,ABR,3908,0
2021-09-07,BAS,1991,0
2021-09-07,CAL,3153,0
2021-09-07,CAM,11319,0
2021-09-07,EMR,20451,0
2021-09-07,FVG,1987,0
2021-09-07,LAZ,6761,0
2021-09-07,LIG,5253,0
2021-09-07,LOM,45642,0
2021-09-07,MAR,4464,0
2021-09-07,MOL,577,0
2021-09-07,PAB,1106,0
2021-09-07,PAT,2214,0
2021-09-07,PIE,12637,0
2021-09-07,PUG,16221,0
2021-09-07,SAR,7055,0
2021-09-07,SIC,13335,0
2021-09-07,TOS,12376,0
2021-09-07,UMB,3846,0
2021-09-07,VDA,583,0
2021-09-07,VEN,21179,0
2021-09-08,ABR,2857,0
2021-09-08,BAS,2187,0
2021-09-08,CAL,4454,0
2021-09-08,CAM,10631,0
2021-09-08,EMR,17892,0
2021-09-08,FVG,1774,0
2021-09-08,LAZ,6110,0
2021-09-08,LIG,5475,0
2021-09-08,LOM,44925,0
2021-09-08,MAR,5241,0
2021-09-08,MOL,733,0
2021-09-08,PAB,286,0
2021-09-08,PAT,1087,0
2021-09-08,PIE,9923,0
2021-09-08,PUG,12962,0
2021-09-08,SAR,9101,0
2021-09-08,SIC,11176,0
2021-09-08,TOS,14282,0
2021-09-08,UMB,3657,0
2021-09-08,VDA,403,0
2021-09-08,VEN,22765,0
2021-09-09,ABR,5677,0
2021-09-09,BAS,2553,0
2021-09-09,CAL,3937,0
2021-09-09,CAM,10346,0
2021-09-09,EMR,19784,0
2021-09-09,FVG,1977,0
2021-09-09,LAZ,6672,0
2021-09-09,LIG,5410,0
2021-09-09,LOM,44926,0
2021-09-09,MAR,4632,0
2021-09-09,MOL,801,0
2021-09-09,PAB,1048,0
2021-09-09,PAT,1135,0
2021-09-09,PIE,10170,0
2021-09-09,PUG,13614,0
2021-09-09,SAR,9506,0
2021-09-09,SIC,15357,0
2021-09-09,TOS,13287,0
2021-09-09,UMB,4501,0
2021-09-09,VDA,228,0
2021-09-09,VEN,25910,0
2021-09-10,ABR,3440,0
2021-09-10,BAS,2051,0
2021-09-10,CAL,5404,0
2021-09-10,CAM,10282,0
2021-09-10,EMR,21134,0
2021-09-10,FVG,3320,0
2021-09-10,LAZ,5835,0
2021-09-10,LIG,5103,0
2021-09-10,LOM,41391,0
2021-09-10,MAR,5575,0
2021-09-10,MOL,629,0
2021-09-10,PAB,991,0
2021-09-10,PAT,1760,0
2021-09-10,PIE,12437,0
2021-09-10,PUG,13528,0
2021-09-10,SAR,7681,0
2021-09-10,SIC,16471,0
2021-09-10,TOS,12755,0
2021-09-10,UMB,3894,0
2021-09-10,VDA,408,0
2021-09-10,VEN,24026,0
2021-09-11,ABR,1343,0
2021-09-11,BAS,2117,0
2021-09-11,CAL,2944,0
2021-09-11,CAM,5736,0
2021-09-11,EMR,20589,0
2021-09-11,FVG,583,0
2021-09-11,LAZ,4649,0
2021-09-11,LIG,1368,0
2021-09-11,LOM,27966,0
2021-09-11,MAR,2348,0
2021-09-11,MOL,1057,0
2021-09-11,PAB,648,0
2021-09-11,PAT,258,0
2021-09-11,PIE,12385,0
2021-09-11,PUG,3487,0
2021-09-11,SAR,5300,0
2021-09-11,SIC,13713,0
2021-09-11,TOS,13727,0
2021-09-11,UMB,2791,0
2021-09-11,VDA,388,0
2021-09-11,VEN,17923,0
2021-09-12,ABR,856,0
2021-09-12,BAS,1459,0
2021-09-12,CAL,1323,0
2021-09-12,CAM,3265,0
2021-09-12,EMR,11025,0
2021-09-12,FVG,958,0
2021-09-12,LAZ,2923,0
2021-09-12,LIG,54,0
2021-09-12,LOM,18080,0
2021-09-12,MAR,83,0
2021-09-12,MOL,48,0
2021-09-12,PAB,156,0
2021-09-12,PAT,4,0
2021-09-12,PIE,7111,0
2021-09-12,PUG,832,0
2021-09-12,SAR,2613,0
2021-09-12,SIC,9090,0
2021-09-12,TOS,14034,0
2021-09-12,UMB,2638,0
2021-09-12,VDA,0,0
2021-09-12,VEN,13053,0
2021-09-13,ABR,3548,7
2021-09-13,BAS,1896,0
2021-09-13,CAL,5294,2
2021-09-13,CAM,10151,2
2021-09-13,EMR,19583,33
2021-09-13,FVG,2062,13
2021-09-13,LAZ,13626,17
2021-09-13,LIG,4801,7
2021-09-13,LOM,30059,145
2021-09-13,MAR,6100,6
2021-09-13,MOL,288,0
2021-09-13,PAB,519,23
2021-09-13,PAT,1647,5
2021-09-13,PIE,11392,23
2021-09-13,PUG,14529,29
2021-09-13,SAR,8000,1
2021-09-13,SIC,17774,7
2021-09-13,TOS,15001,17
2021-09-13,UMB,2168,1
2021-09-13,VDA,278,0
2021-09-13,VEN,22497,95
2021-09-14,ABR,3120,3
2021-09-14,BAS,1886,0
2021-09-14,CAL,4041,2
2021-09-14,CAM,9169,3
2021-09-14,EMR,16046,43
2021-09-14,FVG,2823,17
2021-09-14,LAZ,11876,50
2021-09-14,LIG,4172,6
2021-09-14,LOM,29328,170
2021-09-14,MAR,4935,20
2021-09-14,MOL,381,1
2021-09-14,PAB,364,9
2021-09-14,PAT,1401,4
2021-09-14,PIE,10990,30
2021-09-14,PUG,17685,33
2021-09-14,SAR,8649,5
2021-09-14,SIC,15800,9
2021-09-14,TOS,13067,14
2021-09-14,UMB,2442,0
2021-09-14,VDA,538,0
2021-09-14,VEN,18556,82
2021-09-15,ABR,4642,0
2021-09-15,BAS,1821,1
2021-09-15,CAL,4521,5
2021-09-15,CAM,9276,3
2021-09-15,EMR,15728,45
2021-09-15,FVG,2439,12
2021-09-15,LAZ,9911,22
2021-09-15,LIG,4123,5
2021-09-15,LOM,26806,214
2021-09-15,MAR,5720,24
2021-09-15,MOL,231,0
2021-09-15,PAB,426,7
2021-09-15,PAT,1250,1
2021-09-15,PIE,10463,41
2021-09-15,PUG,11873,23
2021-09-15,SAR,8196,3
2021-09-15,SIC,13958,5
2021-09-15,TOS,13225,46
2021-09-15,UMB,2878,1
2021-09-15,VDA,351,0
2021-09-15,VEN,15289,61
2021-09-16,ABR,2219,5
2021-09-16,BAS,2043,0
2021-09-16,CAL,4169,4
2021-09-16,CAM,8375,11
2021-09-16,EMR,18508,77
2021-09-16,FVG,2529,12
2021-09-16,LAZ,7820,252
2021-09-16,LIG,3127,4
2021-09-16,LOM,22216,172
2021-09-16,MAR,4847,18
2021-09-16,MOL,229,2
2021-09-16,PAB,729,20
2021-09-16,PAT,1296,6
2021-09-16,PIE,10656,31
2021-09-16,PUG,14144,66
2021-09-16,SAR,8607,4
2021-09-16,SIC,12963,17
2021-09-16,TOS,13314,51
2021-09-16,UMB,3819,9
2021-09-16,VDA,237,1
2021-09-16,VEN,18250,83
2021-09-17,ABR,3822,4
2021-09-17,BAS,2020,1
2021-09-17,CAL,5124,4
2021-09-17,CAM,8159,10
2021-09-17,EMR,13700,44
2021-09-17,FVG,2835,10
2021-09-17,LAZ,7618,555
2021-09-17,LIG,3625,4
2021-09-17,LOM,20722,149
2021-09-17,MAR,6253,35
2021-09-17,MOL,481,3
2021-09-17,PAB,1465,17
2021-09-17,PAT,1047,5
2021-09-17,PIE,10309,26
2021-09-17,PUG,11112,47
2021-09-17,SAR,7798,2
2021-09-17,SIC,13290,11
2021-09-17,TOS,15432,48
2021-09-17,UMB,2535,1
2021-09-17,VDA,176,0
2021-09-17,VEN,12633,74
2021-09-18,ABR,1480,4
2021-09-18,BAS,2590,2
2021-09-18,CAL,2798,1
2021-09-18,CAM,6754,4
2021-09-18,EMR,13679,43
2021-09-18,FVG,1970,8
2021-09-18,LAZ,11125,338
2021-09-18,LIG,1375,3
2021-09-18,LOM,21552,105
2021-09-18,MAR,2753,6
2021-09-18,MOL,854,1
2021-09-18,PAB,720,18
2021-09-18,PAT,762,2
2021-09-18,PIE,11984,28
2021-09-18,PUG,2342,11
2021-09-18,SAR,4527,5
2021-09-18,SIC,12000,8
2021-09-18,TOS,16633,54
2021-09-18,UMB,1698,1
2021-09-18,VDA,71,0
2021-09-18,VEN,10288,37
2021-09-19,ABR,932,3
2021-09-19,BAS,2081,2
2021-09-19,CAL,723,0
2021-09-19,CAM,4081,4
2021-09-19,EMR,10123,36
2021-09-19,FVG,1590,4
2021-09-19,LAZ,8755,261
2021-09-19,LIG,111,0
2021-09-19,LOM,14863,53
2021-09-19,MAR,93,0
2021-09-19,MOL,2,0
2021-09-19,PAB,150,0
2021-09-19,PAT,189,0
2021-09-19,PIE,6813,16
2021-09-19,PUG,418,0
2021-09-19,SAR,914,1
2021-09-19,SIC,7246,5
2021-09-19,TOS,16388,44
2021-09-19,UMB,530,4
2021-09-19,VDA,0,0
2021-09-19,VEN,5097,31
2021-09-20,ABR,2827,71
2021-09-20,BAS,2516,36
2021-09-20,CAL,4296,43
2021-09-20,CAM,10288,522
2021-09-20,EMR,14385,391
2021-09-20,FVG,1929,36
2021-09-20,LAZ,11838,861
2021-09-20,LIG,3751,9
2021-09-20,LOM,40607,2342
2021-09-20,MAR,4316,216
2021-09-20,MOL,374,3
2021-09-20,PAB,459,11
2021-09-20,PAT,1402,12
2021-09-20,PIE,12128,1198
2021-09-20,PUG,10422,535
2021-09-20,SAR,7107,10
2021-09-20,SIC,16660,151
2021-09-20,TOS,18695,891
2021-09-20,UMB,1765,100
2021-09-20,VDA,315,0
2021-09-20,VEN,13972,1567
2021-09-21,ABR,2117,90
2021-09-21,BAS,2434,45
2021-09-21,CAL,3805,37
2021-09-21,CAM,9967,282
2021-09-21,EMR,12529,384
2021-09-21,FVG,1670,40
2021-09-21,LAZ,11105,776
2021-09-21,LIG,3610,8
2021-09-21,LOM,33855,2575
2021-09-21,MAR,4306,189
2021-09-21,MOL,356,154
2021-09-21,PAB,612,218
2021-09-21,PAT,1309,16
2021-09-21,PIE,10929,1488
2021-09-21,PUG,15837,460
2021-09-21,SAR,7050,37
2021-09-21,SIC,16102,59
2021-09-21,TOS,16835,985
2021-09-21,UMB,1935,153
2021-09-21,VDA,277,0
2021-09-21,VEN,9930,792
2021-09-22,ABR,2748,64
2021-09-22,BAS,2289,86
2021-09-22,CAL,4701,36
2021-09-22,CAM,9884,315
2021-09-22,EMR,11818,536
2021-09-22,FVG,3074,58
2021-09-22,LAZ,8410,753
2021-09-22,LIG,3208,15
2021-09-22,LOM,29833,2306
2021-09-22,MAR,4965,269
2021-09-22,MOL,323,188
2021-09-22,PAB,938,17
2021-09-22,PAT,833,3
2021-09-22,PIE,11734,1974
2021-09-22,PUG,11781,1062
2021-09-22,SAR,8086,40
2021-09-22,SIC,15977,82
2021-09-22,TOS,17753,781
2021-09-22,UMB,1558,184
2021-09-22,VDA,351,2
2021-09-22,VEN,8750,628
2021-09-23,ABR,1699,66
2021-09-23,BAS,2102,48
2021-09-23,CAL,3065,55
2021-09-23,CAM,9899,436
2021-09-23,EMR,10162,424
2021-09-23,FVG,1615,216
2021-09-23,LAZ,7804,993
2021-09-23,LIG,3045,21
2021-09-23,LOM,25947,1153
2021-09-23,MAR,3544,314
2021-09-23,MOL,283,230
2021-09-23,PAB,716,24
2021-09-23,PAT,1034,12
2021-09-23,PIE,11487,2251
2021-09-23,PUG,12334,831
2021-09-23,SAR,7417,54
2021-09-23,SIC,10621,132
2021-09-23,TOS,14993,1171
2021-09-23,UMB,1725,230
2021-09-23,VDA,157,0
2021-09-23,VEN,8378,619
2021-09-24,ABR,3070,102
2021-09-24,BAS,1780,19
2021-09-24,CAL,3963,64
2021-09-24,CAM,10501,549
2021-09-24,EMR,9206,435
2021-09-24,FVG,2007,205
2021-09-24,LAZ,7661,956
2021-09-24,LIG,3140,22
2021-09-24,LOM,26732,1053
2021-09-24,MAR,3682,313
2021-09-24,MOL,501,113
2021-09-24,PAB,1678,104
2021-09-24,PAT,893,33
2021-09-24,PIE,11207,1851
2021-09-24,PUG,10836,619
2021-09-24,SAR,5635,37
2021-09-24,SIC,11577,163
2021-09-24,TOS,14381,1085
2021-09-24,UMB,1500,274
2021-09-24,VDA,181,1
2021-09-24,VEN,10358,910
2021-09-25,ABR,1438,46
2021-09-25,BAS,2134,9
2021-09-25,CAL,2490,33
2021-09-25,CAM,8109,338
2021-09-25,EMR,11428,278
2021-09-25,FVG,1476,152
2021-09-25,LAZ,10637,664
2021-09-25,LIG,1149,60
2021-09-25,LOM,26030,369
2021-09-25,MAR,1838,167
2021-09-25,MOL,648,249
2021-09-25,PAB,838,14
2021-09-25,PAT,432,5
2021-09-25,PIE,11064,1281
2021-09-25,PUG,1400,149
2021-09-25,SAR,3693,6
2021-09-25,SIC,10308,72
2021-09-25,TOS,15046,330
2021-09-25,UMB,1436,555
2021-09-25,VDA,0,0
2021-09-25,VEN,7913,820
2021-09-26,ABR,899,1
2021-09-26,BAS,1549,5
2021-09-26,CAL,633,3
2021-09-26,CAM,5298,1302
2021-09-26,EMR,8032,308
2021-09-26,FVG,677,14
2021-09-26,LAZ,6806,358
2021-09-26,LIG,150,0
2021-09-26,LOM,15367,168
2021-09-26,MAR,48,84
2021-09-26,MOL,0,0
2021-09-26,PAB,437,15
2021-09-26,PAT,267,7
2021-09-26,PIE,8143,1343
2021-09-26,PUG,587,213
2021-09-26,SAR,1473,0
2021-09-26,SIC,5915,27
2021-09-26,TOS,10603,341
2021-09-26,UMB,713,47
2021-09-26,VDA,0,0
2021-09-26,VEN,4315,86
2021-09-27,ABR,2053,136
2021-09-27,BAS,1576,18
2021-09-27,CAL,3795,126
2021-09-27,CAM,10438,370
2021-09-27,EMR,10653,516
2021-09-27,FVG,2102,207
2021-09-27,LAZ,8927,1053
2021-09-27,LIG,2949,129
2021-09-27,LOM,23030,849
2021-09-27,MAR,3045,453
2021-09-27,MOL,301,298
2021-09-27,PAB,579,91
2021-09-27,PAT,1161,409
2021-09-27,PIE,11050,1790
2021-09-27,PUG,9235,858
2021-09-27,SAR,5577,129
2021-09-27,SIC,11114,274
2021-09-27,TOS,17095,1158
2021-09-27,UMB,1517,445
2021-09-27,VDA,200,2
2021-09-27,VEN,9169,695
2021-09-28,ABR,1687,115
2021-09-28,BAS,1301,34
2021-09-28,CAL,2726,81
2021-09-28,CAM,10246,480
2021-09-28,EMR,9176,682
2021-09-28,FVG,1895,234
2021-09-28,LAZ,7852,1192
2021-09-28,LIG,2644,90
2021-09-28,LOM,18687,1074
2021-09-28,MAR,2289,288
2021-09-28,MOL,310,232
2021-09-28,PAB,240,561
2021-09-28,PAT,1015,542
2021-09-28,PIE,9997,2232
2021-09-28,PUG,10606,847
2021-09-28,SAR,5257,240
2021-09-28,SIC,10118,314
2021-09-28,TOS,12934,1022
2021-09-28,UMB,1197,293
2021-09-28,VDA,183,0
2021-09-28,VEN,7067,791
2021-09-29,ABR,1744,115
2021-09-29,BAS,1104,31
2021-09-29,CAL,3844,88
2021-09-29,CAM,8493,711
2021-09-29,EMR,7422,667
2021-09-29,FVG,2461,392
2021-09-29,LAZ,7069,957
2021-09-29,LIG,2499,196
2021-09-29,LOM,17756,1047
2021-09-29,MAR,1763,358
2021-09-29,MOL,217,107
2021-09-29,PAB,973,282
2021-09-29,PAT,633,481
2021-09-29,PIE,10279,2383
2021-09-29,PUG,7499,566
2021-09-29,SAR,5978,164
2021-09-29,SIC,10006,316
2021-09-29,TOS,14494,1205
2021-09-29,UMB,1230,453
2021-09-29,VDA,361,1
2021-09-29,VEN,6444,1274
2021-09-30,ABR,2436,74
2021-09-30,BAS,1117,54
2021-09-30,CAL,2908,84
2021-09-30,CAM,8595,4064
2021-09-30,EMR,7777,854
2021-09-30,FVG,2652,127
2021-09-30,LAZ,7154,1502
2021-09-30,LIG,2606,285
2021-09-30,LOM,15930,887
2021-09-30,MAR,2357,352
2021-09-30,MOL,375,105
2021-09-30,PAB,603,254
2021-09-30,PAT,829,462
2021-09-30,PIE,9978,1764
2021-09-30,PUG,9024,557
2021-09-30,SAR,5224,345
2021-09-30,SIC,8765,372
2021-09-30,TOS,13256,1112
2021-09-30,UMB,988,435
2021-09-30,VDA,20,0
2021-09-30,VEN,7576,1199
2021-10-01,ABR,1241,115
2021-10-01,BAS,850,19
2021-10-01,CAL,4188,85
2021-10-01,CAM,8610,4190
2021-10-01,EMR,6858,887
2021-10-01,FVG,1754,88
2021-10-01,LAZ,5904,4541
2021-10-01,LIG,2335,282
2021-10-01,LOM,13578,1056
2021-10-01,MAR,2717,351
2021-10-01,MOL,400,637
2021-10-01,PAB,969,474
2021-10-01,PAT,580,212
2021-10-01,PIE,7405,2124
2021-10-01,PUG,6314,543
2021-10-01,SAR,4343,186
2021-10-01,SIC,9455,351
2021-10-01,TOS,10278,609
2021-10-01,UMB,1187,510
2021-10-01,VDA,174,2
2021-10-01,VEN,5759,1824
2021-10-02,ABR,853,18
2021-10-02,BAS,1057,11
2021-10-02,CAL,2174,69
2021-10-02,CAM,6064,2607
2021-10-02,EMR,6521,910
2021-10-02,FVG,734,68
2021-10-02,LAZ,8183,3197
2021-10-02,LIG,1112,273
2021-10-02,LOM,14378,711
2021-10-02,MAR,1335,153
2021-10-02,MOL,264,697
2021-10-02,PAB,828,27
2021-10-02,PAT,498,54
2021-10-02,PIE,8955,1258
2021-10-02,PUG,882,170
2021-10-02,SAR,1128,58
2021-10-02,SIC,8673,448
2021-10-02,TOS,9990,236
2021-10-02,UMB,1123,1087
2021-10-02,VDA,221,0
2021-10-02,VEN,3440,1948
2021-10-03,ABR,195,0
2021-10-03,BAS,710,10
2021-10-03,CAL,522,3
2021-10-03,CAM,3671,1570
2021-10-03,EMR,4668,728
2021-10-03,FVG,1548,24
2021-10-03,LAZ,5339,2205
2021-10-03,LIG,37,61
2021-10-03,LOM,8403,316
2021-10-03,MAR,68,41
2021-10-03,MOL,0,0
2021-10-03,PAB,0,0
2021-10-03,PAT,41,5
2021-10-03,PIE,5716,1640
2021-10-03,PUG,286,0
2021-10-03,SAR,197,0
2021-10-03,SIC,5056,224
2021-10-03,TOS,8495,85
2021-10-03,UMB,291,178
2021-10-03,VDA,0,0
2021-10-03,VEN,2436,553
2021-10-04,ABR,1154,117
2021-10-04,BAS,760,80
2021-10-04,CAL,3677,180
2021-10-04,CAM,8458,8592
2021-10-04,EMR,6001,528
2021-10-04,FVG,615,128
2021-10-04,LAZ,5941,4408
2021-10-04,LIG,2086,656
2021-10-04,LOM,11150,4812
2021-10-04,MAR,2370,280
2021-10-04,MOL,409,1260
2021-10-04,PAB,562,51
2021-10-04,PAT,969,601
2021-10-04,PIE,7820,5328
2021-10-04,PUG,6878,481
2021-10-04,SAR,3475,194
2021-10-04,SIC,9127,709
2021-10-04,TOS,9867,1962
2021-10-04,UMB,938,2097
2021-10-04,VDA,287,0
2021-10-04,VEN,5782,1953
2021-10-05,ABR,953,146
2021-10-05,BAS,611,92
2021-10-05,CAL,2946,124
2021-10-05,CAM,6567,6686
2021-10-05,EMR,5706,1256
2021-10-05,FVG,944,528
2021-10-05,LAZ,7234,3906
2021-10-05,LIG,2697,844
2021-10-05,LOM,9560,5064
2021-10-05,MAR,2085,919
2021-10-05,MOL,184,1214
2021-10-05,PAB,179,263
2021-10-05,PAT,712,512
2021-10-05,PIE,7616,4837
2021-10-05,PUG,7066,905
2021-10-05,SAR,1760,321
2021-10-05,SIC,7442,654
2021-10-05,TOS,10719,1613
2021-10-05,UMB,1009,1452
2021-10-05,VDA,147,0
2021-10-05,VEN,4180,2614
2021-10-06,ABR,1342,281
2021-10-06,BAS,522,97
2021-10-06,CAL,3204,255
2021-10-06,CAM,5794,6279
2021-10-06,EMR,4859,1005
2021-10-06,FVG,1536,774
2021-10-06,LAZ,3845,4112
2021-10-06,LIG,2512,978
2021-10-06,LOM,9530,4476
2021-10-06,MAR,1617,845
2021-10-06,MOL,150,1113
2021-10-06,PAB,579,41
2021-10-06,PAT,473,416
2021-10-06,PIE,6547,6103
2021-10-06,PUG,4096,711
2021-10-06,SAR,1349,193
2021-10-06,SIC,8416,698
2021-10-06,TOS,9832,1763
2021-10-06,UMB,915,1617
2021-10-06,VDA,213,0
2021-10-06,VEN,4598,2366
2021-10-07,ABR,885,244
2021-10-07,BAS,583,65
2021-10-07,CAL,2630,187
2021-10-07,CAM,8946,5026
2021-10-07,EMR,4190,722
2021-10-07,FVG,815,436
2021-10-07,LAZ,3959,4028
2021-10-07,LIG,2362,1222
2021-10-07,LOM,9739,4225
2021-10-07,MAR,1247,669
2021-10-07,MOL,173,1040
2021-10-07,PAB,1079,400
2021-10-07,PAT,532,442
2021-10-07,PIE,5817,7842
2021-10-07,PUG,6162,1060
2021-10-07,SAR,1385,484
2021-10-07,SIC,7345,764
2021-10-07,TOS,8753,1665
2021-10-07,UMB,925,1154
2021-10-07,VDA,229,2
2021-10-07,VEN,4022,2642
2021-10-08,ABR,1665,303
