data_somministrazione,fascia_anagrafica,vaccinazioni,booster
2021-06-24,30-39,19292,0
2021-06-24,40-49,48617,0
2021-06-24,50-59,113897,0
2021-06-24,60-69,66788,0
2021-06-24,70-79,56723,0
2021-06-24,80-89,6274,0
2021-06-24,90+,1681,0
2021-06-25,05-11,0,0
2021-06-25,12-19,3540,0
2021-06-25,20-29,16807,0
2021-06-25,30-39,20026,0
2021-06-25,40-49,47368,0
2021-06-25,50-59,112910,0
2021-06-25,60-69,70515,0
2021-06-25,70-79,68941,0
2021-06-25,80-89,6828,0
2021-06-25,90+,1666,0
2021-06-26,05-11,0,0
2021-06-26,12-19,3093,0
2021-06-26,20-29,13074,0
2021-06-26,30-39,15609,0
2021-06-26,40-49,41143,0
2021-06-26,50-59,100316,0
2021-06-26,60-69,61482,0
2021-06-26,70-79,59479,0
2021-06-26,80-89,4751,0
2021-06-26,90+,1037,0
2021-06-27,05-11,0,0
2021-06-27,12-19,2689,0
2021-06-27,20-29,9023,0
2021-06-27,30-39,11134,0
2021-06-27,40-49,32609,0
2021-06-27,50-59,77856,0
2021-06-27,60-69,44224,0
2021-06-27,70-79,47486,0
2021-06-27,80-89,3004,0
2021-06-27,90+,519,0
2021-06-28,05-11,0,0
2021-06-28,12-19,4254,0
2021-06-28,20-29,14618,0
2021-06-28,30-39,17893,0
2021-06-28,40-49,43804,0
2021-06-28,50-59,94884,0
2021-06-28,60-69,54060,0
2021-06-28,70-79,70542,0
2021-06-28,80-89,5464,0
2021-06-28,90+,1387,0
2021-06-29,05-11,0,0
2021-06-29,12-19,4519,0
2021-06-29,20-29,16029,0
2021-06-29,30-39,17484,0
2021-06-29,40-49,42775,0
2021-06-29,50-59,94372,0
2021-06-29,60-69,52236,0
2021-06-29,70-79,94341,0
2021-06-29,80-89,5657,0
2021-06-29,90+,1659,0
2021-06-30,05-11,0,0
2021-06-30,12-19,6219,0
2021-06-30,20-29,16967,0
2021-06-30,30-39,17226,0
2021-06-30,40-49,45439,0
2021-06-30,50-59,94409,0
2021-06-30,60-69,52330,0
2021-06-30,70-79,102241,0
2021-06-30,80-89,5676,0
2021-06-30,90+,1484,0
2021-07-01,05-11,0,0
2021-07-01,12-19,7113,0
2021-07-01,20-29,22670,0
2021-07-01,30-39,20256,0
2021-07-01,40-49,61092,0
2021-07-01,50-59,105949,0
2021-07-01,60-69,57359,0
2021-07-01,70-79,82090,0
2021-07-01,80-89,5007,0
2021-07-01,90+,1495,0
2021-07-02,05-11,0,0
2021-07-02,12-19,7325,0
2021-07-02,20-29,19552,0
2021-07-02,30-39,21282,0
2021-07-02,40-49,58425,0
2021-07-02,50-59,114278,0
2021-07-02,60-69,57875,0
2021-07-02,70-79,82735,0
2021-07-02,80-89,5437,0
2021-07-02,90+,1432,0
2021-07-03,05-11,0,0
2021-07-03,12-19,16716,0
2021-07-03,20-29,19355,0
2021-07-03,30-39,20767,0
2021-07-03,40-49,66530,0
2021-07-03,50-59,109682,0
2021-07-03,60-69,58004,0
2021-07-03,70-79,73789,0
2021-07-03,80-89,5363,0
2021-07-03,90+,804,0
2021-07-04,05-11,0,0
2021-07-04,12-19,14459,0
2021-07-04,20-29,10621,0
2021-07-04,30-39,12581,0
2021-07-04,40-49,52101,0
2021-07-04,50-59,86137,0
2021-07-04,60-69,49605,0
2021-07-04,70-79,54922,0
2021-07-04,80-89,2376,0
2021-07-04,90+,299,0
2021-07-05,05-11,0,0
2021-07-05,12-19,9255,0
2021-07-05,20-29,20592,0
2021-07-05,30-39,23942,0
2021-07-05,40-49,71305,0
2021-07-05,50-59,113626,0
2021-07-05,60-69,64221,0
2021-07-05,70-79,76499,0
2021-07-05,80-89,4094,0
2021-07-05,90+,899,0
2021-07-06,05-11,0,0
2021-07-06,12-19,23027,0
2021-07-06,20-29,20243,0
2021-07-06,30-39,22518,0
2021-07-06,40-49,66485,0
2021-07-06,50-59,115671,0
2021-07-06,60-69,58629,0
2021-07-06,70-79,73998,0
2021-07-06,80-89,3821,0
2021-07-06,90+,941,0
2021-07-07,05-11,0,0
2021-07-07,12-19,20067,0
2021-07-07,20-29,22359,0
2021-07-07,30-39,24700,0
2021-07-07,40-49,72277,0
2021-07-07,50-59,114733,0
2021-07-07,60-69,71195,0
2021-07-07,70-79,82273,0
2021-07-07,80-89,3508,0
2021-07-07,90+,880,0
2021-07-08,05-11,0,0
2021-07-08,12-19,17738,0
2021-07-08,20-29,28887,0
2021-07-08,30-39,32855,0
2021-07-08,40-49,97666,0
2021-07-08,50-59,153354,0
2021-07-08,60-69,67981,0
2021-07-08,70-79,75886,0
2021-07-08,80-89,4143,0
2021-07-08,90+,1136,0
2021-07-09,05-11,0,0
2021-07-09,12-19,14816,0
2021-07-09,20-29,33156,0
2021-07-09,30-39,42970,0
2021-07-09,40-49,101692,0
2021-07-09,50-59,149287,0
2021-07-09,60-69,71750,0
2021-07-09,70-79,79697,0
2021-07-09,80-89,4173,0
2021-07-09,90+,976,0
2021-07-10,05-11,0,0
2021-07-10,12-19,22729,0
2021-07-10,20-29,33983,0
2021-07-10,30-39,45019,0
2021-07-10,40-49,102190,0
2021-07-10,50-59,127496,0
2021-07-10,60-69,70645,0
2021-07-10,70-79,69069,0
2021-07-10,80-89,3346,0
2021-07-10,90+,698,0
2021-07-11,05-11,0,0
2021-07-11,12-19,19609,0
2021-07-11,20-29,27342,0
2021-07-11,30-39,36748,0
2021-07-11,40-49,83373,0
2021-07-11,50-59,99658,0
2021-07-11,60-69,49860,0
2021-07-11,70-79,38979,0
2021-07-11,80-89,1815,0
2021-07-11,90+,329,0
2021-07-12,05-11,0,0
2021-07-12,12-19,17771,0
2021-07-12,20-29,37970,0
2021-07-12,30-39,49899,0
2021-07-12,40-49,110913,0
2021-07-12,50-59,126593,0
2021-07-12,60-69,77234,0
2021-07-12,70-79,61779,0
2021-07-12,80-89,3090,0
2021-07-12,90+,672,0
2021-07-13,05-11,0,0
2021-07-13,12-19,17810,0
2021-07-13,20-29,39206,0
2021-07-13,30-39,57484,0
2021-07-13,40-49,117717,0
2021-07-13,50-59,128293,0
2021-07-13,60-69,75577,0
2021-07-13,70-79,51950,0
2021-07-13,80-89,3289,0
2021-07-13,90+,835,0
2021-07-14,05-11,0,0
2021-07-14,12-19,20957,0
2021-07-14,20-29,40950,0
2021-07-14,30-39,59855,0
2021-07-14,40-49,111539,0
2021-07-14,50-59,110380,0
2021-07-14,60-69,77530,0
2021-07-14,70-79,55270,0
2021-07-14,80-89,3142,0
2021-07-14,90+,849,0
2021-07-15,05-11,0,0
2021-07-15,12-19,25486,0
2021-07-15,20-29,54223,0
2021-07-15,30-39,70569,0
2021-07-15,40-49,131275,0
2021-07-15,50-59,109663,0
2021-07-15,60-69,72044,0
2021-07-15,70-79,55925,0
2021-07-15,80-89,3379,0
2021-07-15,90+,960,0
2021-07-16,05-11,0,0
2021-07-16,12-19,25361,0
2021-07-16,20-29,53593,0
2021-07-16,30-39,71257,0
2021-07-16,40-49,135631,0
2021-07-16,50-59,100289,0
2021-07-16,60-69,72484,0
2021-07-16,70-79,47578,0
2021-07-16,80-89,2827,0
2021-07-16,90+,776,0
2021-07-17,05-11,0,0
2021-07-17,12-19,22702,0
2021-07-17,20-29,49063,0
2021-07-17,30-39,67573,0
2021-07-17,40-49,126857,0
2021-07-17,50-59,92329,0
2021-07-17,60-69,64230,0
2021-07-17,70-79,38959,0
2021-07-17,80-89,2287,0
2021-07-17,90+,440,0
2021-07-18,05-11,0,0
2021-07-18,12-19,19849,0
2021-07-18,20-29,36603,0
2021-07-18,30-39,57349,0
2021-07-18,40-49,103344,0
2021-07-18,50-59,66272,0
2021-07-18,60-69,51700,0
2021-07-18,70-79,28124,0
2021-07-18,80-89,1275,0
2021-07-18,90+,198,0
2021-07-19,05-11,0,0
2021-07-19,12-19,24940,0
2021-07-19,20-29,51306,0
2021-07-19,30-39,65866,0
2021-07-19,40-49,126230,0
2021-07-19,50-59,74543,0
2021-07-19,60-69,75797,0
2021-07-19,70-79,41585,0
2021-07-19,80-89,2245,0
2021-07-19,90+,577,0
2021-07-20,05-11,0,0
2021-07-20,12-19,23538,0
2021-07-20,20-29,51879,0
2021-07-20,30-39,66154,0
2021-07-20,40-49,123797,0
2021-07-20,50-59,69810,0
2021-07-20,60-69,74675,0
2021-07-20,70-79,45401,0
2021-07-20,80-89,2304,0
2021-07-20,90+,560,0
2021-07-21,05-11,0,0
2021-07-21,12-19,25337,0
2021-07-21,20-29,54613,0
2021-07-21,30-39,70153,0
2021-07-21,40-49,111251,0
2021-07-21,50-59,66376,0
2021-07-21,60-69,85044,0
2021-07-21,70-79,46890,0
2021-07-21,80-89,2470,0
2021-07-21,90+,641,0
2021-07-22,05-11,0,0
2021-07-22,12-19,29050,0
2021-07-22,20-29,61077,0
2021-07-22,30-39,79677,0
2021-07-22,40-49,105324,0
2021-07-22,50-59,65855,0
2021-07-22,60-69,77078,0
2021-07-22,70-79,53306,0
2021-07-22,80-89,3216,0
2021-07-22,90+,795,0
2021-07-23,05-11,0,0
2021-07-23,12-19,26197,0
2021-07-23,20-29,62413,0
2021-07-23,30-39,69243,0
2021-07-23,40-49,94711,0
2021-07-23,50-59,58861,0
2021-07-23,60-69,79263,0
2021-07-23,70-79,47237,0
2021-07-23,80-89,2702,0
2021-07-23,90+,648,0
2021-07-24,05-11,0,0
2021-07-24,12-19,21074,0
2021-07-24,20-29,49695,0
2021-07-24,30-39,61539,0
2021-07-24,40-49,92287,0
2021-07-24,50-59,58621,0
2021-07-24,60-69,65040,0
2021-07-24,70-79,35600,0
2021-07-24,80-89,1928,0
2021-07-24,90+,380,0
2021-07-25,05-11,0,0
2021-07-25,12-19,17777,0
2021-07-25,20-29,39809,0
2021-07-25,30-39,49670,0
2021-07-25,40-49,68709,0
2021-07-25,50-59,42411,0
2021-07-25,60-69,45515,0
2021-07-25,70-79,22351,0
2021-07-25,80-89,1184,0
2021-07-25,90+,177,0
2021-07-26,05-11,0,0
2021-07-26,12-19,28101,0
2021-07-26,20-29,66921,0
2021-07-26,30-39,80563,0
2021-07-26,40-49,100137,0
2021-07-26,50-59,51665,0
2021-07-26,60-69,73574,0
2021-07-26,70-79,27706,0
2021-07-26,80-89,1748,0
2021-07-26,90+,427,0
2021-07-27,05-11,0,0
2021-07-27,12-19,31909,0
2021-07-27,20-29,83382,0
2021-07-27,30-39,80579,0
2021-07-27,40-49,97394,0
2021-07-27,50-59,52408,0
2021-07-27,60-69,68728,0
2021-07-27,70-79,23277,0
2021-07-27,80-89,1901,0
2021-07-27,90+,505,0
2021-07-28,05-11,0,0
2021-07-28,12-19,28411,0
2021-07-28,20-29,75914,0
2021-07-28,30-39,80957,0
2021-07-28,40-49,69884,0
2021-07-28,50-59,48268,0
2021-07-28,60-69,61124,0
2021-07-28,70-79,24005,0
2021-07-28,80-89,1876,0
2021-07-28,90+,521,0
2021-07-29,05-11,0,0
2021-07-29,12-19,28611,0
2021-07-29,20-29,77850,0
2021-07-29,30-39,80236,0
2021-07-29,40-49,64245,0
2021-07-29,50-59,44804,0
2021-07-29,60-69,52243,0
2021-07-29,70-79,21592,0
2021-07-29,80-89,1938,0
2021-07-29,90+,512,0
2021-07-30,05-11,0,0
2021-07-30,12-19,26810,0
2021-07-30,20-29,73042,0
2021-07-30,30-39,73000,0
2021-07-30,40-49,59575,0
2021-07-30,50-59,43153,0
2021-07-30,60-69,47657,0
2021-07-30,70-79,15868,0
2021-07-30,80-89,1767,0
2021-07-30,90+,506,0
2021-07-31,05-11,0,0
2021-07-31,12-19,23549,0
2021-07-31,20-29,60738,0
2021-07-31,30-39,61912,0
2021-07-31,40-49,52874,0
2021-07-31,50-59,39275,0
2021-07-31,60-69,36796,0
2021-07-31,70-79,10356,0
2021-07-31,80-89,1162,0
2021-07-31,90+,272,0
2021-08-01,05-11,0,0
2021-08-01,12-19,16630,0
2021-08-01,20-29,37617,0
2021-08-01,30-39,45241,0
2021-08-01,40-49,35055,0
2021-08-01,50-59,26105,0
2021-08-01,60-69,23561,0
2021-08-01,70-79,5986,0
2021-08-01,80-89,572,0
2021-08-01,90+,130,0
2021-08-02,05-11,0,0
2021-08-02,12-19,35436,0
2021-08-02,20-29,69768,0
2021-08-02,30-39,80144,0
2021-08-02,40-49,56710,0
2021-08-02,50-59,37984,0
2021-08-02,60-69,40121,0
2021-08-02,70-79,11968,0
2021-08-02,80-89,1179,0
2021-08-02,90+,296,0
2021-08-03,05-11,0,0
2021-08-03,12-19,33741,0
2021-08-03,20-29,71367,0
2021-08-03,30-39,78367,0
2021-08-03,40-49,57553,0
2021-08-03,50-59,37076,0
2021-08-03,60-69,32929,0
2021-08-03,70-79,10385,0
2021-08-03,80-89,1359,0
2021-08-03,90+,353,0
2021-08-04,05-11,0,0
2021-08-04,12-19,32081,0
2021-08-04,20-29,82503,0
2021-08-04,30-39,62141,0
2021-08-04,40-49,52553,0
2021-08-04,50-59,34479,0
2021-08-04,60-69,34574,0
2021-08-04,70-79,10840,0
2021-08-04,80-89,1355,0
2021-08-04,90+,351,0
2021-08-05,05-11,0,0
2021-08-05,12-19,36117,0
2021-08-05,20-29,68561,0
2021-08-05,30-39,64121,0
2021-08-05,40-49,49938,0
2021-08-05,50-59,31294,0
2021-08-05,60-69,29869,0
2021-08-05,70-79,10732,0
2021-08-05,80-89,1431,0
2021-08-05,90+,419,0
2021-08-06,05-11,0,0
2021-08-06,12-19,33157,0
2021-08-06,20-29,59955,0
2021-08-06,30-39,53872,0
2021-08-06,40-49,43158,0
2021-08-06,50-59,27495,0
2021-08-06,60-69,31406,0
2021-08-06,70-79,9281,0
2021-08-06,80-89,1269,0
2021-08-06,90+,324,0
2021-08-07,05-11,0,0
2021-08-07,12-19,25671,0
2021-08-07,20-29,44991,0
2021-08-07,30-39,40818,0
2021-08-07,40-49,32849,0
2021-08-07,50-59,24068,0
2021-08-07,60-69,23828,0
2021-08-07,70-79,5795,0
2021-08-07,80-89,801,0
2021-08-07,90+,148,0
2021-08-08,05-11,0,0
2021-08-08,12-19,22757,0
2021-08-08,20-29,42261,0
2021-08-08,30-39,31809,0
2021-08-08,40-49,21525,0
2021-08-08,50-59,16180,0
2021-08-08,60-69,14871,0
2021-08-08,70-79,3074,0
2021-08-08,80-89,483,0
2021-08-08,90+,85,0
2021-08-09,05-11,0,0
2021-08-09,12-19,34617,0
2021-08-09,20-29,64252,0
2021-08-09,30-39,46325,0
2021-08-09,40-49,32507,0
2021-08-09,50-59,25945,0
2021-08-09,60-69,21246,0
2021-08-09,70-79,7568,0
2021-08-09,80-89,1235,0
2021-08-09,90+,292,0
2021-08-10,05-11,0,0
2021-08-10,12-19,30129,0
2021-08-10,20-29,52564,0
2021-08-10,30-39,40536,0
2021-08-10,40-49,29131,0
2021-08-10,50-59,24508,0
2021-08-10,60-69,20149,0
2021-08-10,70-79,6525,0
2021-08-10,80-89,1337,0
2021-08-10,90+,285,0
2021-08-11,05-11,0,0
2021-08-11,12-19,28276,0
2021-08-11,20-29,50376,0
2021-08-11,30-39,37186,0
2021-08-11,40-49,27782,0
2021-08-11,50-59,23264,0
2021-08-11,60-69,18191,0
2021-08-11,70-79,7018,0
2021-08-11,80-89,1246,0
2021-08-11,90+,279,0
2021-08-12,05-11,0,0
2021-08-12,12-19,24666,0
2021-08-12,20-29,42657,0
2021-08-12,30-39,30631,0
2021-08-12,40-49,23435,0
2021-08-12,50-59,21718,0
2021-08-12,60-69,16978,0
2021-08-12,70-79,6087,0
2021-08-12,80-89,1304,0
2021-08-12,90+,326,0
2021-08-13,05-11,0,0
2021-08-13,12-19,25402,0
2021-08-13,20-29,35303,0
2021-08-13,30-39,26473,0
2021-08-13,40-49,21844,0
2021-08-13,50-59,20380,0
2021-08-13,60-69,13073,0
2021-08-13,70-79,4593,0
2021-08-13,80-89,1125,0
2021-08-13,90+,278,0
2021-08-14,05-11,0,0
2021-08-14,12-19,8944,0
2021-08-14,20-29,13990,0
2021-08-14,30-39,13671,0
2021-08-14,40-49,10611,0
2021-08-14,50-59,11486,0
2021-08-14,60-69,5167,0
2021-08-14,70-79,1800,0
2021-08-14,80-89,307,0
2021-08-14,90+,53,0
2021-08-15,05-11,0,0
2021-08-15,12-19,2603,0
2021-08-15,20-29,4599,0
2021-08-15,30-39,5935,0
2021-08-15,40-49,5360,0
2021-08-15,50-59,4837,0
2021-08-15,60-69,2326,0
2021-08-15,70-79,556,0
2021-08-15,80-89,84,0
2021-08-15,90+,13,0
2021-08-16,05-11,0,0
2021-08-16,12-19,17566,0
2021-08-16,20-29,26592,0
2021-08-16,30-39,20282,0
2021-08-16,40-49,20529,0
2021-08-16,50-59,12284,0
2021-08-16,60-69,12660,0
2021-08-16,70-79,3714,0
2021-08-16,80-89,821,0
2021-08-16,90+,146,0
2021-08-17,05-11,0,0
2021-08-17,12-19,18030,0
2021-08-17,20-29,31753,0
2021-08-17,30-39,24724,0
2021-08-17,40-49,23198,0
2021-08-17,50-59,12635,0
2021-08-17,60-69,13906,0
2021-08-17,70-79,3856,0
2021-08-17,80-89,877,0
2021-08-17,90+,186,0
2021-08-18,05-11,0,0
2021-08-18,12-19,18338,0
2021-08-18,20-29,30251,0
2021-08-18,30-39,23262,0
2021-08-18,40-49,24340,0
2021-08-18,50-59,13557,0
2021-08-18,60-69,12876,0
2021-08-18,70-79,4717,0
2021-08-18,80-89,1055,0
2021-08-18,90+,261,0
2021-08-19,05-11,0,0
2021-08-19,12-19,18206,0
2021-08-19,20-29,28928,0
2021-08-19,30-39,23956,0
2021-08-19,40-49,21598,0
2021-08-19,50-59,11958,0
2021-08-19,60-69,13695,0
2021-08-19,70-79,5028,0
2021-08-19,80-89,1069,0
2021-08-19,90+,250,0
2021-08-20,05-11,0,0
2021-08-20,12-19,16882,0
2021-08-20,20-29,30895,0
2021-08-20,30-39,25035,0
2021-08-20,40-49,22094,0
2021-08-20,50-59,12612,0
2021-08-20,60-69,10918,0
2021-08-20,70-79,4114,0
2021-08-20,80-89,931,0
2021-08-20,90+,223,0
2021-08-21,05-11,0,0
2021-08-21,12-19,10444,0
2021-08-21,20-29,20367,0
2021-08-21,30-39,16480,0
2021-08-21,40-49,16608,0
2021-08-21,50-59,8849,0
2021-08-21,60-69,7268,0
2021-08-21,70-79,2364,0
2021-08-21,80-89,539,0
2021-08-21,90+,126,0
2021-08-22,05-11,0,0
2021-08-22,12-19,8358,0
2021-08-22,20-29,17186,0
2021-08-22,30-39,14068,0
2021-08-22,40-49,14931,0
2021-08-22,50-59,7406,0
2021-08-22,60-69,4530,0
2021-08-22,70-79,1306,0
2021-08-22,80-89,296,0
2021-08-22,90+,40,0
2021-08-23,05-11,0,0
2021-08-23,12-19,28368,0
2021-08-23,20-29,45315,0
2021-08-23,30-39,32837,0
2021-08-23,40-49,28121,0
2021-08-23,50-59,22857,0
2021-08-23,60-69,12693,0
2021-08-23,70-79,5171,0
2021-08-23,80-89,1184,0
2021-08-23,90+,244,0
2021-08-24,05-11,0,0
2021-08-24,12-19,26375,0
2021-08-24,20-29,39355,0
2021-08-24,30-39,29622,0
2021-08-24,40-49,26444,0
2021-08-24,50-59,18852,0
2021-08-24,60-69,10060,0
2021-08-24,70-79,4639,0
2021-08-24,80-89,1229,0
2021-08-24,90+,266,0
2021-08-25,05-11,0,0
2021-08-25,12-19,32201,0
2021-08-25,20-29,44664,0
2021-08-25,30-39,34824,0
2021-08-25,40-49,29030,0
2021-08-25,50-59,19711,0
2021-08-25,60-69,10289,0
2021-08-25,70-79,4740,0
2021-08-25,80-89,1370,0
2021-08-25,90+,275,0
2021-08-26,05-11,0,0
2021-08-26,12-19,33860,0
2021-08-26,20-29,43239,0
2021-08-26,30-39,33946,0
2021-08-26,40-49,27243,0
2021-08-26,50-59,17867,0
2021-08-26,60-69,9916,0
2021-08-26,70-79,4560,0
2021-08-26,80-89,1355,0
2021-08-26,90+,293,0
2021-08-27,05-11,0,0
2021-08-27,12-19,35136,0
2021-08-27,20-29,48302,0
2021-08-27,30-39,37338,0
2021-08-27,40-49,29978,0
2021-08-27,50-59,18915,0
2021-08-27,60-69,10127,0
2021-08-27,70-79,4503,0
2021-08-27,80-89,1285,0
2021-08-27,90+,253,0
2021-08-28,05-11,0,0
2021-08-28,12-19,26836,0
2021-08-28,20-29,33457,0
2021-08-28,30-39,28679,0
2021-08-28,40-49,24698,0
2021-08-28,50-59,15403,0
2021-08-28,60-69,7097,0
2021-08-28,70-79,3071,0
2021-08-28,80-89,856,0
2021-08-28,90+,111,0
2021-08-29,05-11,0,0
2021-08-29,12-19,20540,0
2021-08-29,20-29,22661,0
2021-08-29,30-39,20921,0
2021-08-29,40-49,18410,0
2021-08-29,50-59,10203,0
2021-08-29,60-69,4129,0
2021-08-29,70-79,1519,0
2021-08-29,80-89,531,0
2021-08-29,90+,87,0
2021-08-30,05-11,0,0
2021-08-30,12-19,44862,0
2021-08-30,20-29,51592,0
2021-08-30,30-39,41621,0
2021-08-30,40-49,33360,0
2021-08-30,50-59,20536,0
2021-08-30,60-69,11063,0
2021-08-30,70-79,4960,0
2021-08-30,80-89,1368,0
2021-08-30,90+,237,0
2021-08-31,05-11,0,0
2021-08-31,12-19,40422,0
2021-08-31,20-29,50001,0
2021-08-31,30-39,37708,0
2021-08-31,40-49,30450,0
2021-08-31,50-59,19354,0
2021-08-31,60-69,9891,0
2021-08-31,70-79,4928,0
2021-08-31,80-89,1470,0
2021-08-31,90+,314,0
2021-09-01,05-11,0,0
2021-09-01,12-19,41662,0
2021-09-01,20-29,48793,0
2021-09-01,30-39,36103,0
2021-09-01,40-49,29962,0
2021-09-01,50-59,18809,0
2021-09-01,60-69,10198,0
2021-09-01,70-79,4936,0
2021-09-01,80-89,1400,0
2021-09-01,90+,279,0
2021-09-02,05-11,0,0
2021-09-02,12-19,41268,0
2021-09-02,20-29,48101,0
2021-09-02,30-39,37146,0
2021-09-02,40-49,28193,0
2021-09-02,50-59,18976,0
2021-09-02,60-69,9832,0
2021-09-02,70-79,4596,0
2021-09-02,80-89,1427,0
2021-09-02,90+,327,0
2021-09-03,05-11,0,0
2021-09-03,12-19,41607,0
2021-09-03,20-29,47879,0
2021-09-03,30-39,37605,0
2021-09-03,40-49,29230,0
2021-09-03,50-59,19609,0
2021-09-03,60-69,9387,0
2021-09-03,70-79,4404,0
2021-09-03,80-89,1315,0
2021-09-03,90+,278,0
2021-09-04,05-11,0,0
2021-09-04,12-19,28211,0
2021-09-04,20-29,30588,0
2021-09-04,30-39,26441,0
2021-09-04,40-49,22814,0
2021-09-04,50-59,13742,0
2021-09-04,60-69,6090,0
2021-09-04,70-79,2706,0
2021-09-04,80-89,767,0
2021-09-04,90+,120,0
2021-09-05,05-11,0,0
2021-09-05,12-19,18783,0
2021-09-05,20-29,21231,0
2021-09-05,30-39,18324,0
2021-09-05,40-49,15395,0
2021-09-05,50-59,8980,0
2021-09-05,60-69,3256,0
2021-09-05,70-79,1408,0
2021-09-05,80-89,433,0
2021-09-05,90+,44,0
2021-09-06,05-11,0,0
2021-09-06,12-19,48146,0
2021-09-06,20-29,44961,0
2021-09-06,30-39,37383,0
2021-09-06,40-49,30969,0
2021-09-06,50-59,18700,0
2021-09-06,60-69,8213,0
2021-09-06,70-79,3872,0
2021-09-06,80-89,1212,0
2021-09-06,90+,231,0
2021-09-07,05-11,0,0
2021-09-07,12-19,50651,0
2021-09-07,20-29,45901,0
2021-09-07,30-39,36642,0
2021-09-07,40-49,30129,0
2021-09-07,50-59,19110,0
2021-09-07,60-69,8150,0
2021-09-07,70-79,3959,0
2021-09-07,80-89,1267,0
2021-09-07,90+,242,0
2021-09-08,05-11,0,0
2021-09-08,12-19,48564,0
2021-09-08,20-29,43431,0
2021-09-08,30-39,35066,0
2021-09-08,40-49,28987,0
2021-09-08,50-59,18432,0
2021-09-08,60-69,8049,0
2021-09-08,70-79,3873,0
2021-09-08,80-89,1229,0
2021-09-08,90+,274,0
2021-09-09,05-11,0,0
2021-09-09,12-19,52008,0
2021-09-09,20-29,45495,0
2021-09-09,30-39,37068,0
2021-09-09,40-49,32002,0
2021-09-09,50-59,20711,0
2021-09-09,60-69,8450,0
2021-09-09,70-79,4061,0
2021-09-09,80-89,1371,0
2021-09-09,90+,285,0
2021-09-10,05-11,0,0
2021-09-10,12-19,51934,0
2021-09-10,20-29,42224,0
2021-09-10,30-39,36033,0
2021-09-10,40-49,32200,0
2021-09-10,50-59,21400,0
2021-09-10,60-69,8693,0
2021-09-10,70-79,4080,0
2021-09-10,80-89,1265,0
2021-09-10,90+,256,0
2021-09-11,05-11,0,0
2021-09-11,12-19,35323,0
2021-09-11,20-29,29197,0
2021-09-11,30-39,26190,0
2021-09-11,40-49,25489,0
2021-09-11,50-59,15911,0
2021-09-11,60-69,5828,0
2021-09-11,70-79,2494,0
2021-09-11,80-89,747,0
2021-09-11,90+,120,0
2021-09-12,05-11,0,0
2021-09-12,12-19,22045,0
2021-09-12,20-29,18940,0
2021-09-12,30-39,16627,0
2021-09-12,40-49,16414,0
2021-09-12,50-59,10148,0
2021-09-12,60-69,3434,0
2021-09-12,70-79,1479,0
2021-09-12,80-89,440,0
2021-09-12,90+,62,0
2021-09-13,05-11,0,0
2021-09-13,12-19,53876,30
2021-09-13,20-29,41811,78
2021-09-13,30-39,34139,59
2021-09-13,40-49,27415,55
2021-09-13,50-59,19943,66
2021-09-13,60-69,8531,38
2021-09-13,70-79,4004,34
2021-09-13,80-89,1236,36
2021-09-13,90+,249,11
2021-09-14,05-11,0,0
2021-09-14,12-19,48826,54
2021-09-14,20-29,37650,64
2021-09-14,30-39,32084,62
2021-09-14,40-49,25618,65
2021-09-14,50-59,18961,67
2021-09-14,60-69,8401,53
2021-09-14,70-79,3971,44
2021-09-14,80-89,1440,52
2021-09-14,90+,316,8
2021-09-15,05-11,0,0
2021-09-15,12-19,42421,31
2021-09-15,20-29,34461,58
2021-09-15,30-39,29862,68
2021-09-15,40-49,24681,70
2021-09-15,50-59,17966,85
2021-09-15,60-69,8119,66
2021-09-15,70-79,3971,52
2021-09-15,80-89,1348,54
2021-09-15,90+,278,19
2021-09-16,05-11,0,0
2021-09-16,12-19,42162,38
2021-09-16,20-29,33023,74
2021-09-16,30-39,28962,87
2021-09-16,40-49,24381,119
2021-09-16,50-59,18141,178
2021-09-16,60-69,7994,136
2021-09-16,70-79,3948,105
2021-09-16,80-89,1192,81
2021-09-16,90+,272,10
2021-09-17,05-11,0,0
2021-09-17,12-19,40101,37
2021-09-17,20-29,29552,67
2021-09-17,30-39,27319,66
2021-09-17,40-49,23584,136
2021-09-17,50-59,17324,202
2021-09-17,60-69,7408,209
2021-09-17,70-79,3421,203
2021-09-17,80-89,1178,100
2021-09-17,90+,231,10
2021-09-18,05-11,0,0
2021-09-18,12-19,35311,40
2021-09-18,20-29,23105,45
2021-09-18,30-39,22643,60
2021-09-18,40-49,21579,82
2021-09-18,50-59,15971,149
2021-09-18,60-69,5901,117
2021-09-18,70-79,2468,105
2021-09-18,80-89,812,67
2021-09-18,90+,137,6
2021-09-19,05-11,0,0
2021-09-19,12-19,23711,21
2021-09-19,20-29,16094,35
2021-09-19,30-39,14803,34
2021-09-19,40-49,12697,54
2021-09-19,50-59,8829,96
2021-09-19,60-69,3201,72
2021-09-19,70-79,1313,95
2021-09-19,80-89,380,44
2021-09-19,90+,64,4
2021-09-20,05-11,0,0
2021-09-20,12-19,45948,62
2021-09-20,20-29,35894,167
2021-09-20,30-39,33189,355
2021-09-20,40-49,28698,874
2021-09-20,50-59,21226,1777
2021-09-20,60-69,9185,2295
2021-09-20,70-79,4298,2500
2021-09-20,80-89,1333,883
2021-09-20,90+,235,68
2021-09-21,05-11,0,0
2021-09-21,12-19,46155,50
2021-09-21,20-29,32082,165
