data_somministrazione,fascia_anagrafica,vaccinazioni,booster
2021-06-24,30-39,19295,0
2021-06-24,40-49,48619,0
2021-06-24,50-59,113895,0
2021-06-24,60-69,66787,0
2021-06-24,70-79,56722,0
2021-06-24,80-89,6274,0
2021-06-24,90+,1681,0
2021-06-25,05-11,0,0
2021-06-25,12-19,3540,0
2021-06-25,20-29,16810,0
2021-06-25,30-39,20031,0
2021-06-25,40-49,47369,0
2021-06-25,50-59,112912,0
2021-06-25,60-69,70516,0
2021-06-25,70-79,68941,0
2021-06-25,80-89,6828,0
2021-06-25,90+,1666,0
2021-06-26,05-11,0,0
2021-06-26,12-19,3093,0
2021-06-26,20-29,13076,0
2021-06-26,30-39,15615,0
2021-06-26,40-49,41149,0
2021-06-26,50-59,100317,0
2021-06-26,60-69,61482,0
2021-06-26,70-79,59479,0
2021-06-26,80-89,4751,0
2021-06-26,90+,1037,0
2021-06-27,05-11,0,0
2021-06-27,12-19,2689,0
2021-06-27,20-29,9024,0
2021-06-27,30-39,11137,0
2021-06-27,40-49,32609,0
2021-06-27,50-59,77855,0
2021-06-27,60-69,44225,0
2021-06-27,70-79,47486,0
2021-06-27,80-89,3004,0
2021-06-27,90+,519,0
2021-06-28,05-11,0,0
2021-06-28,12-19,4255,0
2021-06-28,20-29,14624,0
2021-06-28,30-39,17896,0
2021-06-28,40-49,43807,0
2021-06-28,50-59,94887,0
2021-06-28,60-69,54061,0
2021-06-28,70-79,70544,0
2021-06-28,80-89,5464,0
2021-06-28,90+,1387,0
2021-06-29,05-11,0,0
2021-06-29,12-19,4520,0
2021-06-29,20-29,16033,0
2021-06-29,30-39,17489,0
2021-06-29,40-49,42776,0
2021-06-29,50-59,94374,0
2021-06-29,60-69,52237,0
2021-06-29,70-79,94341,0
2021-06-29,80-89,5657,0
2021-06-29,90+,1659,0
2021-06-30,05-11,0,0
2021-06-30,12-19,6220,0
2021-06-30,20-29,16969,0
2021-06-30,30-39,17229,0
2021-06-30,40-49,45440,0
2021-06-30,50-59,94411,0
2021-06-30,60-69,52330,0
2021-06-30,70-79,102241,0
2021-06-30,80-89,5678,0
2021-06-30,90+,1484,0
2021-07-01,05-11,0,0
2021-07-01,12-19,7114,0
2021-07-01,20-29,22674,0
2021-07-01,30-39,20260,0
2021-07-01,40-49,61096,0
2021-07-01,50-59,105948,0
2021-07-01,60-69,57360,0
2021-07-01,70-79,82090,0
2021-07-01,80-89,5007,0
2021-07-01,90+,1495,0
2021-07-02,05-11,0,0
2021-07-02,12-19,7325,0
2021-07-02,20-29,19554,0
2021-07-02,30-39,21285,0
2021-07-02,40-49,58425,0
2021-07-02,50-59,114281,0
2021-07-02,60-69,57876,0
2021-07-02,70-79,82736,0
2021-07-02,80-89,5437,0
2021-07-02,90+,1432,0
2021-07-03,05-11,0,0
2021-07-03,12-19,16716,0
2021-07-03,20-29,19357,0
2021-07-03,30-39,20768,0
2021-07-03,40-49,66531,0
2021-07-03,50-59,109684,0
2021-07-03,60-69,58005,0
2021-07-03,70-79,73789,0
2021-07-03,80-89,5363,0
2021-07-03,90+,804,0
2021-07-04,05-11,0,0
2021-07-04,12-19,14459,0
2021-07-04,20-29,10623,0
2021-07-04,30-39,12582,0
2021-07-04,40-49,52104,0
2021-07-04,50-59,86139,0
2021-07-04,60-69,49606,0
2021-07-04,70-79,54923,0
2021-07-04,80-89,2376,0
2021-07-04,90+,299,0
2021-07-05,05-11,0,0
2021-07-05,12-19,9255,0
2021-07-05,20-29,20594,0
2021-07-05,30-39,23940,0
2021-07-05,40-49,71309,0
2021-07-05,50-59,113626,0
2021-07-05,60-69,64222,0
2021-07-05,70-79,76500,0
2021-07-05,80-89,4094,0
2021-07-05,90+,900,0
2021-07-06,05-11,0,0
2021-07-06,12-19,23027,0
2021-07-06,20-29,20245,0
2021-07-06,30-39,22521,0
2021-07-06,40-49,66487,0
2021-07-06,50-59,115671,0
2021-07-06,60-69,58628,0
2021-07-06,70-79,73998,0
2021-07-06,80-89,3821,0
2021-07-06,90+,941,0
2021-07-07,05-11,0,0
2021-07-07,12-19,20067,0
2021-07-07,20-29,22359,0
2021-07-07,30-39,24704,0
2021-07-07,40-49,72279,0
2021-07-07,50-59,114734,0
2021-07-07,60-69,71196,0
2021-07-07,70-79,82273,0
2021-07-07,80-89,3508,0
2021-07-07,90+,880,0
2021-07-08,05-11,0,0
2021-07-08,12-19,17738,0
2021-07-08,20-29,28889,0
2021-07-08,30-39,32855,0
2021-07-08,40-49,97668,0
2021-07-08,50-59,153355,0
2021-07-08,60-69,67981,0
2021-07-08,70-79,75886,0
2021-07-08,80-89,4142,0
2021-07-08,90+,1136,0
2021-07-09,05-11,0,0
2021-07-09,12-19,14816,0
2021-07-09,20-29,33156,0
2021-07-09,30-39,42974,0
2021-07-09,40-49,101697,0
2021-07-09,50-59,149288,0
2021-07-09,60-69,71750,0
2021-07-09,70-79,79697,0
2021-07-09,80-89,4173,0
2021-07-09,90+,976,0
2021-07-10,05-11,0,0
2021-07-10,12-19,22730,0
2021-07-10,20-29,33985,0
2021-07-10,30-39,45021,0
2021-07-10,40-49,102187,0
2021-07-10,50-59,127496,0
2021-07-10,60-69,70645,0
2021-07-10,70-79,69070,0
2021-07-10,80-89,3346,0
2021-07-10,90+,698,0
2021-07-11,05-11,0,0
2021-07-11,12-19,19609,0
2021-07-11,20-29,27343,0
2021-07-11,30-39,36749,0
2021-07-11,40-49,83372,0
2021-07-11,50-59,99657,0
2021-07-11,60-69,49860,0
2021-07-11,70-79,38979,0
2021-07-11,80-89,1815,0
2021-07-11,90+,329,0
2021-07-12,05-11,0,0
2021-07-12,12-19,17771,0
2021-07-12,20-29,37970,0
2021-07-12,30-39,49899,0
2021-07-12,40-49,110914,0
2021-07-12,50-59,126593,0
2021-07-12,60-69,77235,0
2021-07-12,70-79,61779,0
2021-07-12,80-89,3090,0
2021-07-12,90+,672,0
2021-07-13,05-11,0,0
2021-07-13,12-19,17810,0
2021-07-13,20-29,39209,0
2021-07-13,30-39,57487,0
2021-07-13,40-49,117718,0
2021-07-13,50-59,128295,0
2021-07-13,60-69,75577,0
2021-07-13,70-79,51950,0
2021-07-13,80-89,3289,0
2021-07-13,90+,835,0
2021-07-14,05-11,0,0
2021-07-14,12-19,20957,0
2021-07-14,20-29,40955,0
2021-07-14,30-39,59857,0
2021-07-14,40-49,111540,0
2021-07-14,50-59,110381,0
2021-07-14,60-69,77532,0
2021-07-14,70-79,55270,0
2021-07-14,80-89,3143,0
2021-07-14,90+,849,0
2021-07-15,05-11,0,0
2021-07-15,12-19,25487,0
2021-07-15,20-29,54224,0
2021-07-15,30-39,70573,0
2021-07-15,40-49,131276,0
2021-07-15,50-59,109663,0
2021-07-15,60-69,72044,0
2021-07-15,70-79,55926,0
2021-07-15,80-89,3379,0
2021-07-15,90+,961,0
2021-07-16,05-11,0,0
2021-07-16,12-19,25361,0
2021-07-16,20-29,53594,0
2021-07-16,30-39,71258,0
2021-07-16,40-49,135633,0
2021-07-16,50-59,100289,0
2021-07-16,60-69,72487,0
2021-07-16,70-79,47580,0
2021-07-16,80-89,2827,0
2021-07-16,90+,776,0
2021-07-17,05-11,0,0
2021-07-17,12-19,22702,0
2021-07-17,20-29,49063,0
2021-07-17,30-39,67576,0
2021-07-17,40-49,126859,0
2021-07-17,50-59,92330,0
2021-07-17,60-69,64230,0
2021-07-17,70-79,38959,0
2021-07-17,80-89,2287,0
2021-07-17,90+,440,0
2021-07-18,05-11,0,0
2021-07-18,12-19,19849,0
2021-07-18,20-29,36601,0
2021-07-18,30-39,57353,0
2021-07-18,40-49,103348,0
2021-07-18,50-59,66273,0
2021-07-18,60-69,51699,0
2021-07-18,70-79,28124,0
2021-07-18,80-89,1275,0
2021-07-18,90+,198,0
2021-07-19,05-11,0,0
2021-07-19,12-19,24941,0
2021-07-19,20-29,51308,0
2021-07-19,30-39,65869,0
2021-07-19,40-49,126234,0
2021-07-19,50-59,74544,0
2021-07-19,60-69,75799,0
2021-07-19,70-79,41586,0
2021-07-19,80-89,2245,0
2021-07-19,90+,577,0
2021-07-20,05-11,0,0
2021-07-20,12-19,23539,0
2021-07-20,20-29,51879,0
2021-07-20,30-39,66163,0
2021-07-20,40-49,123797,0
2021-07-20,50-59,69811,0
2021-07-20,60-69,74676,0
2021-07-20,70-79,45402,0
2021-07-20,80-89,2304,0
2021-07-20,90+,560,0
2021-07-21,05-11,0,0
2021-07-21,12-19,25336,0
2021-07-21,20-29,54614,0
2021-07-21,30-39,70160,0
2021-07-21,40-49,111251,0
2021-07-21,50-59,66378,0
2021-07-21,60-69,85049,0
2021-07-21,70-79,46891,0
2021-07-21,80-89,2470,0
2021-07-21,90+,641,0
2021-07-22,05-11,0,0
2021-07-22,12-19,29051,0
2021-07-22,20-29,61080,0
2021-07-22,30-39,79676,0
2021-07-22,40-49,105328,0
2021-07-22,50-59,65858,0
2021-07-22,60-69,77078,0
2021-07-22,70-79,53306,0
2021-07-22,80-89,3216,0
2021-07-22,90+,795,0
2021-07-23,05-11,0,0
2021-07-23,12-19,26195,0
2021-07-23,20-29,62420,0
2021-07-23,30-39,69243,0
2021-07-23,40-49,94714,0
2021-07-23,50-59,58864,0
2021-07-23,60-69,79264,0
2021-07-23,70-79,47237,0
2021-07-23,80-89,2702,0
2021-07-23,90+,648,0
2021-07-24,05-11,0,0
2021-07-24,12-19,21074,0
2021-07-24,20-29,49698,0
2021-07-24,30-39,61542,0
2021-07-24,40-49,92288,0
2021-07-24,50-59,58623,0
2021-07-24,60-69,65040,0
2021-07-24,70-79,35601,0
2021-07-24,80-89,1928,0
2021-07-24,90+,381,0
2021-07-25,05-11,0,0
2021-07-25,12-19,17778,0
2021-07-25,20-29,39810,0
2021-07-25,30-39,49674,0
2021-07-25,40-49,68711,0
2021-07-25,50-59,42410,0
2021-07-25,60-69,45515,0
2021-07-25,70-79,22351,0
2021-07-25,80-89,1184,0
2021-07-25,90+,177,0
2021-07-26,05-11,0,0
2021-07-26,12-19,28101,0
2021-07-26,20-29,66924,0
2021-07-26,30-39,80568,0
2021-07-26,40-49,100150,0
2021-07-26,50-59,51671,0
2021-07-26,60-69,73574,0
2021-07-26,70-79,27709,0
2021-07-26,80-89,1748,0
2021-07-26,90+,427,0
2021-07-27,05-11,0,0
2021-07-27,12-19,31909,0
2021-07-27,20-29,83383,0
2021-07-27,30-39,80584,0
2021-07-27,40-49,97400,0
2021-07-27,50-59,52409,0
2021-07-27,60-69,68728,0
2021-07-27,70-79,23277,0
2021-07-27,80-89,1901,0
2021-07-27,90+,505,0
2021-07-28,05-11,0,0
2021-07-28,12-19,28414,0
2021-07-28,20-29,75920,0
2021-07-28,30-39,80963,0
2021-07-28,40-49,69890,0
2021-07-28,50-59,48270,0
2021-07-28,60-69,61124,0
2021-07-28,70-79,24005,0
2021-07-28,80-89,1876,0
2021-07-28,90+,521,0
2021-07-29,05-11,0,0
2021-07-29,12-19,28611,0
2021-07-29,20-29,77854,0
2021-07-29,30-39,80245,0
2021-07-29,40-49,64248,0
2021-07-29,50-59,44805,0
2021-07-29,60-69,52242,0
2021-07-29,70-79,21593,0
2021-07-29,80-89,1938,0
2021-07-29,90+,512,0
2021-07-30,05-11,0,0
2021-07-30,12-19,26814,0
2021-07-30,20-29,73046,0
2021-07-30,30-39,73009,0
2021-07-30,40-49,59583,0
2021-07-30,50-59,43158,0
2021-07-30,60-69,47657,0
2021-07-30,70-79,15868,0
2021-07-30,80-89,1767,0
2021-07-30,90+,506,0
2021-07-31,05-11,0,0
2021-07-31,12-19,23549,0
2021-07-31,20-29,60739,0
2021-07-31,30-39,61915,0
2021-07-31,40-49,52881,0
2021-07-31,50-59,39279,0
2021-07-31,60-69,36796,0
2021-07-31,70-79,10356,0
2021-07-31,80-89,1162,0
2021-07-31,90+,272,0
2021-08-01,05-11,0,0
2021-08-01,12-19,16632,0
2021-08-01,20-29,37619,0
2021-08-01,30-39,45249,0
2021-08-01,40-49,35059,0
2021-08-01,50-59,26109,0
2021-08-01,60-69,23562,0
2021-08-01,70-79,5987,0
2021-08-01,80-89,572,0
2021-08-01,90+,130,0
2021-08-02,05-11,0,0
2021-08-02,12-19,35436,0
2021-08-02,20-29,69772,0
2021-08-02,30-39,80146,0
2021-08-02,40-49,56712,0
2021-08-02,50-59,37986,0
2021-08-02,60-69,40120,0
2021-08-02,70-79,11968,0
2021-08-02,80-89,1179,0
2021-08-02,90+,296,0
2021-08-03,05-11,0,0
2021-08-03,12-19,33741,0
2021-08-03,20-29,71373,0
2021-08-03,30-39,78372,0
2021-08-03,40-49,57557,0
2021-08-03,50-59,37077,0
2021-08-03,60-69,32927,0
2021-08-03,70-79,10384,0
2021-08-03,80-89,1359,0
2021-08-03,90+,353,0
2021-08-04,05-11,0,0
2021-08-04,12-19,32081,0
2021-08-04,20-29,82505,0
2021-08-04,30-39,62142,0
2021-08-04,40-49,52560,0
2021-08-04,50-59,34479,0
2021-08-04,60-69,34574,0
2021-08-04,70-79,10839,0
2021-08-04,80-89,1355,0
2021-08-04,90+,351,0
2021-08-05,05-11,0,0
2021-08-05,12-19,36119,0
2021-08-05,20-29,68565,0
2021-08-05,30-39,64128,0
2021-08-05,40-49,49942,0
2021-08-05,50-59,31294,0
2021-08-05,60-69,29870,0
2021-08-05,70-79,10732,0
2021-08-05,80-89,1431,0
2021-08-05,90+,419,0
2021-08-06,05-11,0,0
2021-08-06,12-19,33157,0
2021-08-06,20-29,59957,0
2021-08-06,30-39,53879,0
2021-08-06,40-49,43160,0
2021-08-06,50-59,27496,0
2021-08-06,60-69,31408,0
2021-08-06,70-79,9281,0
2021-08-06,80-89,1269,0
2021-08-06,90+,324,0
2021-08-07,05-11,0,0
2021-08-07,12-19,25671,0
2021-08-07,20-29,44993,0
2021-08-07,30-39,40824,0
2021-08-07,40-49,32850,0
2021-08-07,50-59,24069,0
2021-08-07,60-69,23828,0
2021-08-07,70-79,5795,0
2021-08-07,80-89,801,0
2021-08-07,90+,148,0
2021-08-08,05-11,0,0
2021-08-08,12-19,22759,0
2021-08-08,20-29,42268,0
2021-08-08,30-39,31814,0
2021-08-08,40-49,21535,0
2021-08-08,50-59,16186,0
2021-08-08,60-69,14874,0
2021-08-08,70-79,3074,0
2021-08-08,80-89,483,0
2021-08-08,90+,85,0
2021-08-09,05-11,0,0
2021-08-09,12-19,34621,0
2021-08-09,20-29,64257,0
2021-08-09,30-39,46332,0
2021-08-09,40-49,32510,0
2021-08-09,50-59,25950,0
2021-08-09,60-69,21247,0
2021-08-09,70-79,7568,0
2021-08-09,80-89,1235,0
2021-08-09,90+,292,0
2021-08-10,05-11,0,0
2021-08-10,12-19,30129,0
2021-08-10,20-29,52567,0
2021-08-10,30-39,40547,0
2021-08-10,40-49,29139,0
2021-08-10,50-59,24516,0
2021-08-10,60-69,20154,0
2021-08-10,70-79,6525,0
2021-08-10,80-89,1337,0
2021-08-10,90+,285,0
2021-08-11,05-11,0,0
2021-08-11,12-19,28280,0
2021-08-11,20-29,50387,0
2021-08-11,30-39,37198,0
2021-08-11,40-49,27791,0
2021-08-11,50-59,23272,0
2021-08-11,60-69,18195,0
2021-08-11,70-79,7020,0
2021-08-11,80-89,1246,0
2021-08-11,90+,279,0
2021-08-12,05-11,0,0
2021-08-12,12-19,24670,0
2021-08-12,20-29,42666,0
2021-08-12,30-39,30642,0
2021-08-12,40-49,23443,0
2021-08-12,50-59,21724,0
2021-08-12,60-69,16981,0
2021-08-12,70-79,6087,0
2021-08-12,80-89,1304,0
2021-08-12,90+,326,0
2021-08-13,05-11,0,0
2021-08-13,12-19,25404,0
2021-08-13,20-29,35311,0
2021-08-13,30-39,26482,0
2021-08-13,40-49,21854,0
2021-08-13,50-59,20381,0
2021-08-13,60-69,13075,0
2021-08-13,70-79,4593,0
2021-08-13,80-89,1125,0
2021-08-13,90+,278,0
2021-08-14,05-11,0,0
2021-08-14,12-19,8944,0
2021-08-14,20-29,13992,0
2021-08-14,30-39,13674,0
2021-08-14,40-49,10612,0
2021-08-14,50-59,11489,0
2021-08-14,60-69,5168,0
2021-08-14,70-79,1800,0
2021-08-14,80-89,307,0
2021-08-14,90+,53,0
2021-08-15,05-11,0,0
2021-08-15,12-19,2603,0
2021-08-15,20-29,4601,0
2021-08-15,30-39,5936,0
2021-08-15,40-49,5364,0
2021-08-15,50-59,4837,0
2021-08-15,60-69,2327,0
2021-08-15,70-79,556,0
2021-08-15,80-89,84,0
2021-08-15,90+,13,0
2021-08-16,05-11,0,0
2021-08-16,12-19,17569,0
2021-08-16,20-29,26594,0
2021-08-16,30-39,20284,0
2021-08-16,40-49,20533,0
2021-08-16,50-59,12283,0
2021-08-16,60-69,12662,0
2021-08-16,70-79,3714,0
2021-08-16,80-89,821,0
2021-08-16,90+,146,0
2021-08-17,05-11,0,0
2021-08-17,12-19,18031,0
2021-08-17,20-29,31754,0
2021-08-17,30-39,24727,0
2021-08-17,40-49,23202,0
2021-08-17,50-59,12637,0
2021-08-17,60-69,13906,0
2021-08-17,70-79,3856,0
2021-08-17,80-89,877,0
2021-08-17,90+,187,0
2021-08-18,05-11,0,0
2021-08-18,12-19,18339,0
2021-08-18,20-29,30253,0
2021-08-18,30-39,23261,0
2021-08-18,40-49,24341,0
2021-08-18,50-59,13557,0
2021-08-18,60-69,12876,0
2021-08-18,70-79,4717,0
2021-08-18,80-89,1055,0
2021-08-18,90+,261,0
2021-08-19,05-11,0,0
2021-08-19,12-19,18204,0
2021-08-19,20-29,28928,0
2021-08-19,30-39,23960,0
2021-08-19,40-49,21598,0
2021-08-19,50-59,11959,0
2021-08-19,60-69,13695,0
2021-08-19,70-79,5028,0
2021-08-19,80-89,1069,0
2021-08-19,90+,250,0
2021-08-20,05-11,0,0
2021-08-20,12-19,16882,0
2021-08-20,20-29,30898,0
2021-08-20,30-39,25036,0
2021-08-20,40-49,22096,0
2021-08-20,50-59,12614,0
2021-08-20,60-69,10918,0
2021-08-20,70-79,4114,0
2021-08-20,80-89,931,0
2021-08-20,90+,223,0
2021-08-21,05-11,0,0
2021-08-21,12-19,10445,0
2021-08-21,20-29,20369,0
2021-08-21,30-39,16482,0
2021-08-21,40-49,16610,0
2021-08-21,50-59,8850,0
2021-08-21,60-69,7268,0
2021-08-21,70-79,2364,0
2021-08-21,80-89,539,0
2021-08-21,90+,126,0
2021-08-22,05-11,0,0
2021-08-22,12-19,8359,0
2021-08-22,20-29,17186,0
2021-08-22,30-39,14068,0
2021-08-22,40-49,14931,0
2021-08-22,50-59,7407,0
2021-08-22,60-69,4530,0
2021-08-22,70-79,1308,0
2021-08-22,80-89,296,0
2021-08-22,90+,40,0
2021-08-23,05-11,0,0
2021-08-23,12-19,28368,0
2021-08-23,20-29,45318,0
2021-08-23,30-39,32838,0
2021-08-23,40-49,28124,0
2021-08-23,50-59,22858,0
2021-08-23,60-69,12694,0
2021-08-23,70-79,5172,0
2021-08-23,80-89,1184,0
2021-08-23,90+,244,0
2021-08-24,05-11,0,0
2021-08-24,12-19,26377,0
2021-08-24,20-29,39354,0
2021-08-24,30-39,29625,0
2021-08-24,40-49,26444,0
2021-08-24,50-59,18852,0
2021-08-24,60-69,10062,0
2021-08-24,70-79,4639,0
2021-08-24,80-89,1229,0
2021-08-24,90+,266,0
2021-08-25,05-11,0,0
2021-08-25,12-19,32202,0
2021-08-25,20-29,44664,0
2021-08-25,30-39,34827,0
2021-08-25,40-49,29034,0
2021-08-25,50-59,19714,0
2021-08-25,60-69,10290,0
2021-08-25,70-79,4741,0
2021-08-25,80-89,1370,0
2021-08-25,90+,275,0
2021-08-26,05-11,0,0
2021-08-26,12-19,33862,0
2021-08-26,20-29,43243,0
2021-08-26,30-39,33948,0
2021-08-26,40-49,27247,0
2021-08-26,50-59,17869,0
2021-08-26,60-69,9917,0
2021-08-26,70-79,4560,0
2021-08-26,80-89,1355,0
2021-08-26,90+,293,0
2021-08-27,05-11,0,0
2021-08-27,12-19,35136,0
2021-08-27,20-29,48297,0
2021-08-27,30-39,37339,0
2021-08-27,40-49,29981,0
2021-08-27,50-59,18916,0
2021-08-27,60-69,10127,0
2021-08-27,70-79,4503,0
2021-08-27,80-89,1285,0
2021-08-27,90+,253,0
2021-08-28,05-11,0,0
2021-08-28,12-19,26839,0
2021-08-28,20-29,33459,0
2021-08-28,30-39,28682,0
2021-08-28,40-49,24702,0
2021-08-28,50-59,15403,0
2021-08-28,60-69,7097,0
2021-08-28,70-79,3071,0
2021-08-28,80-89,856,0
2021-08-28,90+,111,0
2021-08-29,05-11,0,0
2021-08-29,12-19,20541,0
2021-08-29,20-29,22662,0
2021-08-29,30-39,20923,0
2021-08-29,40-49,18410,0
2021-08-29,50-59,10204,0
2021-08-29,60-69,4129,0
2021-08-29,70-79,1521,0
2021-08-29,80-89,531,0
2021-08-29,90+,87,0
2021-08-30,05-11,0,0
2021-08-30,12-19,44864,0
2021-08-30,20-29,51592,0
2021-08-30,30-39,41623,0
2021-08-30,40-49,33360,0
2021-08-30,50-59,20536,0
2021-08-30,60-69,11063,0
2021-08-30,70-79,4960,0
2021-08-30,80-89,1368,0
2021-08-30,90+,237,0
2021-08-31,05-11,0,0
2021-08-31,12-19,40423,0
2021-08-31,20-29,50001,0
2021-08-31,30-39,37711,0
2021-08-31,40-49,30453,0
2021-08-31,50-59,19354,0
2021-08-31,60-69,9892,0
2021-08-31,70-79,4928,0
2021-08-31,80-89,1470,0
2021-08-31,90+,315,0
2021-09-01,05-11,0,0
2021-09-01,12-19,41665,0
2021-09-01,20-29,48796,0
2021-09-01,30-39,36105,0
2021-09-01,40-49,29966,0
2021-09-01,50-59,18809,0
2021-09-01,60-69,10199,0
2021-09-01,70-79,4936,0
2021-09-01,80-89,1400,0
2021-09-01,90+,279,0
2021-09-02,05-11,0,0
2021-09-02,12-19,41271,0
2021-09-02,20-29,48105,0
2021-09-02,30-39,37151,0
2021-09-02,40-49,28199,0
2021-09-02,50-59,18977,0
2021-09-02,60-69,9832,0
2021-09-02,70-79,4597,0
2021-09-02,80-89,1428,0
2021-09-02,90+,327,0
2021-09-03,05-11,0,0
2021-09-03,12-19,41610,0
2021-09-03,20-29,47883,0
2021-09-03,30-39,37607,0
2021-09-03,40-49,29234,0
2021-09-03,50-59,19611,0
2021-09-03,60-69,9386,0
2021-09-03,70-79,4404,0
2021-09-03,80-89,1315,0
2021-09-03,90+,278,0
2021-09-04,05-11,0,0
2021-09-04,12-19,28211,0
2021-09-04,20-29,30587,0
2021-09-04,30-39,26441,0
2021-09-04,40-49,22817,0
2021-09-04,50-59,13743,0
2021-09-04,60-69,6091,0
2021-09-04,70-79,2707,0
2021-09-04,80-89,767,0
2021-09-04,90+,120,0
2021-09-05,05-11,0,0
2021-09-05,12-19,18787,0
2021-09-05,20-29,21232,0
2021-09-05,30-39,18325,0
2021-09-05,40-49,15396,0
2021-09-05,50-59,8980,0
2021-09-05,60-69,3257,0
2021-09-05,70-79,1408,0
2021-09-05,80-89,433,0
2021-09-05,90+,44,0
2021-09-06,05-11,0,0
2021-09-06,12-19,48148,0
2021-09-06,20-29,44960,0
2021-09-06,30-39,37387,0
2021-09-06,40-49,30971,0
2021-09-06,50-59,18699,0
2021-09-06,60-69,8213,0
2021-09-06,70-79,3872,0
2021-09-06,80-89,1212,0
2021-09-06,90+,231,0
2021-09-07,05-11,0,0
2021-09-07,12-19,50654,0
2021-09-07,20-29,45903,0
2021-09-07,30-39,36644,0
2021-09-07,40-49,30129,0
2021-09-07,50-59,19112,0
2021-09-07,60-69,8152,0
2021-09-07,70-79,3959,0
2021-09-07,80-89,1267,0
2021-09-07,90+,242,0
2021-09-08,05-11,0,0
2021-09-08,12-19,48566,0
2021-09-08,20-29,43433,0
2021-09-08,30-39,35065,0
2021-09-08,40-49,28986,0
2021-09-08,50-59,18436,0
2021-09-08,60-69,8049,0
2021-09-08,70-79,3873,0
2021-09-08,80-89,1229,0
2021-09-08,90+,274,0
2021-09-09,05-11,0,0
2021-09-09,12-19,52010,0
2021-09-09,20-29,45497,0
2021-09-09,30-39,37073,0
2021-09-09,40-49,32001,0
2021-09-09,50-59,20713,0
2021-09-09,60-69,8448,0
2021-09-09,70-79,4062,0
2021-09-09,80-89,1371,0
2021-09-09,90+,285,0
2021-09-10,05-11,0,0
2021-09-10,12-19,51937,0
2021-09-10,20-29,42226,0
2021-09-10,30-39,36034,0
2021-09-10,40-49,32205,0
2021-09-10,50-59,21401,0
2021-09-10,60-69,8694,0
2021-09-10,70-79,4080,0
2021-09-10,80-89,1265,0
2021-09-10,90+,256,0
2021-09-11,05-11,0,0
2021-09-11,12-19,35324,0
2021-09-11,20-29,29200,0
2021-09-11,30-39,26190,0
2021-09-11,40-49,25493,0
2021-09-11,50-59,15914,0
2021-09-11,60-69,5828,0
2021-09-11,70-79,2495,0
2021-09-11,80-89,747,0
2021-09-11,90+,120,0
2021-09-12,05-11,0,0
2021-09-12,12-19,22045,0
2021-09-12,20-29,18946,0
2021-09-12,30-39,16629,0
2021-09-12,40-49,16415,0
2021-09-12,50-59,10149,0
2021-09-12,60-69,3435,0
2021-09-12,70-79,1479,0
2021-09-12,80-89,440,0
2021-09-12,90+,62,0
2021-09-13,05-11,0,0
2021-09-13,12-19,53878,30
2021-09-13,20-29,41812,79
2021-09-13,30-39,34140,62
2021-09-13,40-49,27417,55
2021-09-13,50-59,19944,66
2021-09-13,60-69,8531,38
2021-09-13,70-79,4004,34
2021-09-13,80-89,1236,36
2021-09-13,90+,249,11
2021-09-14,05-11,0,0
2021-09-14,12-19,48826,55
2021-09-14,20-29,37653,66
2021-09-14,30-39,32088,65
2021-09-14,40-49,25618,66
2021-09-14,50-59,18962,67
2021-09-14,60-69,8403,53
2021-09-14,70-79,3971,44
2021-09-14,80-89,1440,52
2021-09-14,90+,316,8
2021-09-15,05-11,0,0
2021-09-15,12-19,42421,31
2021-09-15,20-29,34463,59
2021-09-15,30-39,29866,69
2021-09-15,40-49,24682,72
2021-09-15,50-59,17967,85
2021-09-15,60-69,8119,66
2021-09-15,70-79,3971,52
2021-09-15,80-89,1348,54
2021-09-15,90+,278,19
2021-09-16,05-11,0,0
2021-09-16,12-19,42163,39
2021-09-16,20-29,33022,75
2021-09-16,30-39,28965,87
2021-09-16,40-49,24383,122
2021-09-16,50-59,18141,180
2021-09-16,60-69,7994,136
2021-09-16,70-79,3948,105
2021-09-16,80-89,1192,81
2021-09-16,90+,272,10
2021-09-17,05-11,0,0
2021-09-17,12-19,40106,37
2021-09-17,20-29,29563,67
2021-09-17,30-39,27322,67
2021-09-17,40-49,23587,136
2021-09-17,50-59,17325,202
2021-09-17,60-69,7408,209
2021-09-17,70-79,3421,203
2021-09-17,80-89,1178,100
2021-09-17,90+,231,11
2021-09-18,05-11,0,0
2021-09-18,12-19,35313,40
2021-09-18,20-29,23105,46
2021-09-18,30-39,22643,60
2021-09-18,40-49,21581,83
2021-09-18,50-59,15974,149
2021-09-18,60-69,5901,117
2021-09-18,70-79,2468,105
2021-09-18,80-89,812,67
2021-09-18,90+,137,6
2021-09-19,05-11,0,0
2021-09-19,12-19,23712,21
2021-09-19,20-29,16095,35
2021-09-19,30-39,14803,36
2021-09-19,40-49,12698,54
2021-09-19,50-59,8829,96
2021-09-19,60-69,3201,72
2021-09-19,70-79,1313,95
2021-09-19,80-89,380,44
2021-09-19,90+,64,4
2021-09-20,05-11,0,0
2021-09-20,12-19,45948,62
2021-09-20,20-29,35898,168
2021-09-20,30-39,33191,355
2021-09-20,40-49,28699,874
2021-09-20,50-59,21229,1776
2021-09-20,60-69,9186,2296
2021-09-20,70-79,4298,2500
2021-09-20,80-89,1333,883
2021-09-20,90+,235,68
2021-09-21,05-11,0,0
2021-09-21,12-19,46154,52
2021-09-21,20-29,32082,167
